Biaya Karyawan (IDR),Pengeluaran Listrik (IDR),Pengeluaran Air (IDR),Biaya Kebersihan (IDR),Perawatan Elektronik (IDR),Total Pengeluaran Hotel (IDR),Pendapatan Hotel (IDR),Total_Pengeluaran_Operasional
0.4276550980246657,0.10191058726555272,4336441.902,350122.5968,2682589.004,21208772.19,246863220.2,4686564.600710588
0.02541496301810975,0.008293146142034705,1391883.739,2816040.274,2356827.159,13062517.26,60378524.15,4207924.021293147
0.10791151408642369,0.43375724759411566,4434791.143,1196769.414,2148497.7,21468588.76,206063329.7,5631560.990757247
0.031426789196283,0.09263858368041344,2086381.586,1771576.099,1517160.269,13143312.5,364541631.2,3857957.7776385834
0.6365859082848195,0.7487077813679774,3752076.085,2396809.066,1154938.911,33327361.13,90546475.87,6148885.899707781
0.31443677860898467,0.9149507303954381,1936513.84,1040509.625,2948626.908,29444671.38,449750582.1,2977024.37995073
0.5087085972914517,0.43419563502950215,4576602.521,2176877.161,2493098.938,28951432.6,459274569.3,6753480.116195634
0.9078217038056676,0.25880334122210624,1069867.065,492714.6645,1254448.058,26052489.89,97245668.81,1562581.9883033412
0.2493538948200168,0.434578162256442,1303339.052,944751.8669,2618911.991,20688032.81,495829596.4,2248091.353478162
0.41049195739048316,0.7237594482822174,2718635.563,519660.8448,2397329.872,27919639.57,183888299.0,3238297.1315594483
0.7557616686915282,0.00902771296051108,868722.9757,2452568.619,1242701.375,22024018.31,87845752.01,3321291.6037277128
0.2288538049182225,0.5897022088016397,1381910.831,745682.7822,1566382.136,21378304.08,52280201.52,2127594.202902209
0.07699090742159959,0.6135511850891151,4746948.72,2180470.311,964883.6135,23633084.88,233835303.1,6927419.644551186
0.2898250155673312,0.6379592925684769,4894203.475,2835565.352,777631.1109,27781307.19,333414493.6,7729769.464959292
0.16125705588324069,0.2421058809252961,2193166.982,1630539.406,2306905.082,17937239.9,199480662.5,3823706.6301058806
0.9299593900975894,0.7143599078702096,4654787.095,1666084.658,1168779.643,37431854.31,426522814.5,6320872.467359907
0.8083463672297958,0.09140400299059001,2951711.041,1436997.347,2550148.414,26340143.3,372472824.0,4388708.479404003
0.6335783695178464,0.1993339056271799,1713841.096,1045081.416,2989021.779,24038785.35,207572689.4,2758922.7113339053
0.8717052029485127,0.8778545661998751,3660794.245,1479399.59,691549.5348,37188232.88,380439350.0,5140194.712854566
0.8038967565493439,0.7390420100246695,3465058.13,1848141.844,1682587.813,35392993.05,473219481.6,5313200.71304201
0.18661328123474374,0.013721325539577625,4951063.936,2959375.559,2505156.398,19406584.53,91893199.34,7910439.508721326
0.8928098155566481,0.24846306832925513,1692712.793,2819517.222,2472377.241,29850259.88,187746782.1,4512230.263463069
0.5394891962660859,0.2144772151440577,3524267.762,2600243.579,2399992.896,25616328.63,258496672.6,6124511.555477215
0.8076659432113985,0.27090375082938534,734106.8976,2678478.554,1372487.338,26687963.71,274095557.5,3412585.7225037506
0.896343155555554,0.24764619186277143,1011407.174,1456762.632,1634633.139,27010009.23,293988040.2,2468170.053646192
0.31808534508002584,0.06252515220987973,517632.6873,2006588.549,1987420.893,16157062.39,185282107.9,2524221.298825152
0.11007264690938717,0.4591269717900261,4997573.065,2695693.497,2934851.459,24704064.12,350266840.7,7693267.0211269725
0.22799054822074172,0.7330494997614294,4110231.637,1239557.218,1318868.177,26345953.12,340288026.6,5349789.5880495
0.4272217406343206,0.6069881205163941,4040253.566,2889111.187,2807859.719,30638085.45,310019677.8,6929365.35998812
0.8182436633194768,0.6731593643833607,2793767.339,1305779.58,1173392.295,32963364.06,101192774.8,4099547.592159365
0.8609720411465761,0.0811568481439982,1850301.873,1843139.73,2972686.164,26713175.01,264635551.0,3693441.684156848
0.006942536637789598,0.9519102592461086,1180689.28,2158433.668,2175659.217,24939934.07,210302099.4,3339123.899910259
0.5108858486526433,0.8388579073269935,1781036.325,2856716.838,1658778.701,31696627.08,270967311.4,4637754.0018579075
0.41752210398221756,0.8054405854229254,2191870.499,809387.1948,2033476.07,28567163.27,464839896.0,3001258.4992405856
0.22216148263379443,0.8233425397495373,3903395.436,2263779.837,1181327.923,28201893.62,266239104.4,6167176.096342539
0.11988897533103288,0.933121169576633,2928478.05,1610365.2,1185434.644,26580205.52,56291356.33,4538844.183121169
0.33770280819027954,0.5444807950245387,848676.3195,878815.7078,783886.3596,21195161.48,247476532.1,1727492.571780795
0.9431753264060622,0.2003460657515332,581130.5403,2352159.835,785125.7443,26666009.93,419291681.0,2933290.5756460656
0.3232863309691192,0.6170447606037355,960494.8079,1701444.613,1369179.354,23514133.26,401027415.4,2661940.0379447606
0.5189315331066428,0.7432023207723892,2347244.212,2016824.08,2407138.695,30953407.22,281025533.1,4364069.035202321
0.7032140417175362,0.7382358715659989,4699368.127,1036413.099,2019927.919,34631837.03,162396055.8,5735781.964235872
0.3637248890109217,0.5216650608335116,3368311.165,1495694.46,756461.4008,24375197.4,259289898.3,4864006.146665061
0.9720561949332743,0.06846038330777043,4108216.549,1890327.328,2630591.312,30164288.5,303665998.7,5998543.945460384
0.9627186620590383,0.3712578302000543,2598685.675,1274241.361,2003419.067,31508636.67,499942147.2,3872927.4072578303
0.2518446936854051,0.9211716179703517,2127497.374,675280.3656,2902138.942,28372383.64,339880140.6,2802778.660771618
0.4973830826939917,0.584694760487759,987801.6772,2888757.428,2175463.669,27693035.1,362419218.5,3876559.6898947605
0.30095514426221115,0.5385559696344211,4441698.6,1583255.866,937937.1593,25012713.48,271154364.6,6024955.004555969
0.284912612977255,0.26895001296722654,4024220.131,2228369.074,1684458.406,21973604.23,209520297.9,6252589.4739500135
0.03688615570597198,0.3685925509822435,1256531.439,1292036.861,2121243.994,16381401.38,415828842.6,2548568.668592551
0.6097319369204685,0.8957390687000779,2805172.537,1129882.116,570661.7526,32184026.66,272719546.0,3935055.5487390687
0.50281519685921,0.6667477108589512,2693186.636,1280776.466,537275.6604,27381906.78,497610558.5,3973963.7687477106
0.05148225032771486,0.7877289153894067,3312911.987,1286670.267,823507.5015,23218689.4,255704258.4,4599583.041728916
0.27871676150274816,0.4545297037119526,4757841.023,1678122.336,1129161.088,24105657.33,80600127.64,6435963.813529704
0.9085213214662545,0.6305147436830589,3108971.488,1676062.623,1573872.809,34806356.28,357160161.7,4785034.741514743
0.23962069516835394,0.24847042016392823,2930977.701,1541746.066,1718601.184,19262123.83,70988652.92,4472724.01547042
0.14492583993613717,0.7057639482784988,726453.1982,490878.7763,845069.0223,20112275.7,162725718.6,1217332.6802639482
0.4895850443717292,0.42777295800509446,783083.6421,1538618.888,2183478.948,23833391.55,209182213.8,2321702.957872958
0.9859286442312246,0.4427242112478474,1343060.561,590401.3112,1990345.154,30904201.05,382767613.5,1933462.3149242112
0.24211480920827566,0.6495988756263253,646118.4726,465793.7803,1236160.247,21069414.12,272406166.9,1111912.9024988757
0.6723215491838482,0.9366929726655202,3845088.03,2804672.58,534149.7086,36373872.23,62890669.09,6649761.546692973
0.761831929780643,0.06400590355647243,3754986.368,1854355.038,694119.7884,24623844.28,327582433.1,5609341.470005903
0.2376957826517091,0.8251028045245401,1112253.055,2012521.169,1479236.939,25714979.65,235146306.8,3124775.0491028046
0.728418840955607,0.2924907441643482,4262355.054,1265201.644,884935.8779,27429101.35,464825529.5,5527556.990490744
0.36787964034744136,0.44409880116417516,1196537.157,2736044.587,1442049.015,23106250.11,274803040.0,3932582.188098801
0.6324801206750791,0.02189296563596685,1855290.141,1949998.42,2070456.511,21667119.13,369038815.7,3805288.5828929655
0.6337043605543479,0.30115781124813257,1620396.046,2330592.622,1868093.57,25536672.99,148490821.5,3950988.9691578113
0.5359205892333665,0.5028383740228708,2175381.944,1168831.16,1077939.708,25495610.47,392438104.0,3344213.6068383744
0.09030468142391129,0.0561719286808941,1645986.947,2884034.454,1359556.228,14030389.26,374429889.7,4530021.457171928
0.8355364760722571,0.49129740168082664,2700279.169,2479337.741,2035077.996,32619572.55,456836768.8,5179617.401297402
0.3208627515303143,0.9275186402088893,2333335.466,2576450.543,2652137.57,31353173.36,65219738.77,4909786.93651864
0.1865617176103619,0.1054123609437439,4939562.709,599363.3755,2383033.597,18195242.39,251375313.9,5538926.189912361
0.04077549322107299,0.7647717577314894,751668.5756,885793.3028,1883500.067,20834759.26,355619931.2,1637462.6431717577
0.5910550559717305,0.409834192337584,1139816.194,928317.1391,1405732.496,24072654.72,92823755.04,2068133.7429341923
0.6777519601817342,0.6554530347330678,737716.5226,885636.7474,1412628.194,28371878.89,234771830.2,1623353.9254530347
0.01658106839407869,0.26032901874804,3316285.377,2580683.67,2698543.276,18487642.13,473965971.4,5896969.307329019
0.5122319997024238,0.1595370071573082,745291.7484,192465.9061,598108.9401,17450154.14,246170520.9,937757.8140370072
0.22655073763867395,0.1605078180799999,4263978.818,320689.968,2969956.611,19198538.63,493432152.6,4584668.946507818
0.6453508641768578,0.07049457179573354,2803723.838,894353.1248,2160938.527,22523494.59,75577577.49,3698077.0332945716
0.17440606291709027,0.1857038268201301,2871534.311,679631.6265,2202844.248,16968560.49,373023399.3,3551166.123203827
0.6911292685940434,0.6645029862127385,3027175.285,772392.8803,594994.5933,30057700.22,311457306.3,3799568.8298029862
0.3868374265381441,0.882077129251029,1268661.678,2414035.249,2013823.187,29841218.87,275242854.7,3682697.8090771292
0.9369937939407912,0.814480228455114,1389606.364,1733067.122,1711945.15,36283328.07,486881330.7,3122674.3004802284
0.13754974371523215,0.6854278089737553,1934677.953,116734.9177,764447.2672,20470554.64,108342680.2,2051413.556127809
0.3411550030022995,0.11045339071359506,3170733.871,1345036.021,1194805.027,18372616.27,453199528.3,4515770.0024533905
0.11349524975584496,0.2892935677081562,1445529.992,1282866.288,2725786.141,17204909.49,361058185.0,2728396.569293568
0.9249538840053441,0.3099227547003639,1023492.772,430441.2814,1874971.04,27536605.62,166548233.0,1453934.3633227546
0.8775856949194983,0.250044502443193,4865525.989,2060811.187,1533541.438,31119366.16,455751115.5,6926337.426044502
0.2580058367569812,0.5152186471527311,598918.1666,2136081.846,681705.3896,20495909.05,243182713.0,2735000.527818647
0.6601664747278105,0.5357765264867551,4112138.324,2190590.335,2285303.819,31985546.58,416402297.6,6302729.194776527
0.8174508642671577,0.3570241341585401,4046158.173,2212565.742,2257127.058,31770587.63,224976432.7,6258724.272024134
0.5553524287774567,0.35392585219524064,1837463.512,100153.1981,2035109.017,23253786.12,432918872.3,1937617.0640258521
0.5297946831200958,0.8289169693971126,1110319.772,2866370.331,1775656.616,31296883.76,336483103.3,3976690.9319169694
0.24191176892226884,0.7896356394418864,1155328.91,2461205.424,1584461.006,25878879.58,113470985.1,3616535.1236356394
0.09311850631314839,0.3079107593529527,3638442.278,2721546.92,1983177.732,20048850.09,342348423.6,6359989.50591076
0.8974679441999988,0.9141901506295829,3392629.66,145365.5564,1083488.629,36872758.43,136105143.2,3537996.130590151
0.9006711851625299,0.9532351931029326,4022355.534,2808190.508,2853147.66,42529374.8,235365182.6,6830546.9952351935
0.6332759812940475,0.3268664359634548,4718665.276,2448386.733,1971986.323,29209955.78,126633012.9,7167052.335866435
0.33911784415623303,0.3545619431474127,3613673.135,2527935.515,1277981.111,23466985.91,59907252.05,6141609.004561943
0.3493006208328542,0.505842705903488,1201331.914,370533.4157,1624199.627,21513086.72,145348942.8,1571865.835542706
0.7261575062104794,0.9415354546620971,1595491.775,2242456.284,2514211.972,36417186.59,291367410.7,3837949.0005354546
0.8973624151785397,0.8767034081130751,4289871.789,2883758.4,904040.1518,39802796.3,266702435.5,7173631.065703409
0.8873356316912283,0.10258576835081237,1441877.341,2067787.29,1232089.056,25484001.53,275673693.0,3509664.7335857684
0.7800932285642658,0.39288586544846965,826350.4263,1754628.073,2198770.057,27976112.15,161459095.3,2580978.8921858654
0.6422087958633909,0.5536023332229643,3664760.243,2842326.065,1288723.016,31173480.67,358322540.3,6507086.861602332
0.08415306802035621,0.5033398411530601,2311368.6,1384517.653,2481254.205,20483094.55,366918479.1,3695886.756339841
0.16166460248621062,0.19392407812464957,4640180.236,1837951.342,826133.7179,18442778.96,211085521.5,6478131.7719240775
0.8988067684293101,0.8591924637401482,3426147.82,1481381.051,2406715.426,38815991.92,446526539.8,4907529.730192464
0.6065957403330623,0.6772304043332,906885.4001,2805254.042,670879.2871,28956625.59,339810447.5,3712140.1193304043
0.009188117818644037,0.8382741726401353,4765354.553,320645.7076,531481.5317,23486154.81,370867673.9,5086001.098874173
0.10148974220003615,0.8591399467559546,1663507.686,1553247.132,2745558.797,25507086.67,174802963.1,3216755.6771399467
0.6636852324400873,0.7486792714537807,2017456.207,2092162.08,1953348.042,32492474.82,50275235.82,4109619.0356792714
0.005051434059961668,0.43938771946480487,2310171.862,2396528.961,1379567.243,18311140.24,439419025.4,4706701.26238772
0.1608436985054605,0.610804956223741,730509.3338,1790754.078,1081486.592,20562525.35,420090973.1,2521264.0226049563
0.5488835051636147,0.16041056393444533,2734319.4,2735861.458,2042214.458,23988517.84,105436349.6,5470181.0184105635
0.692087010133087,0.6739334791228939,1054933.21,2831775.196,1772505.459,31468677.67,218347310.7,3886709.0799334794
0.6521413289780642,0.1793073519754682,2304366.47,286525.7473,2978994.439,23858851.13,347602688.8,2590892.396607352
0.22432361721790373,0.6942472614238615,2078194.046,1266874.565,2958039.967,25382442.49,343449885.7,3345069.305247261
0.712376997939642,0.22967608222622737,3977780.375,168031.163,2087561.415,26130435.52,437157650.7,4145811.7676760824
0.23730721189357173,0.11757619662395355,4114267.302,1055308.306,1607176.265,17981206.39,113120672.7,5169575.725576197
0.3254837430567862,0.16533197583750275,1190357.971,1656917.832,1727852.423,17770106.56,243472886.5,2847275.968331976
0.7466992713631887,0.0019623445761231956,2149480.343,2741305.298,2206197.666,24322244.28,93750988.07,4890785.642962344
0.6498122843288384,0.719049020177722,2180089.225,2555007.535,753936.3606,31295881.26,225317861.8,4735097.47904902
0.8494614848206571,0.7327169167302863,1181346.998,469749.2073,1320880.185,31963942.23,56798350.51,1651096.9380169166
0.6577946234951018,0.5151463031471963,4093040.773,369788.0867,688180.6025,28224269.75,454222879.3,4462829.374846303
0.5684640750953647,0.16140843086933004,3682527.478,1808875.282,683401.8988,22958512.92,287169798.6,5491402.921408431
0.09369067450851215,0.08356314528790068,1356718.038,1643142.12,989598.1047,12564340.51,432411017.4,2999860.241563145
0.36781229121606307,0.019107285609590408,2150248.589,872495.1601,1713133.136,16519419.46,76957115.45,3022743.7682072856
0.2652687116951995,0.16579588212941282,976122.6119,2708413.945,2461935.803,18444982.35,152356149.7,3684536.722695882
0.24404974987280892,0.8912463893083375,3326929.687,2789362.587,1713739.728,29961854.14,166720997.8,6116293.165246389
0.973285028162811,0.2416204130058352,1046173.66,1267573.171,1338691.526,27629112.46,224011172.6,2313747.0726204133
0.39320167604850675,0.3544082488762445,4936703.759,2681877.416,705882.4758,25180728.1,411289867.6,7618581.529408249
0.89229722154046,0.10536460471145886,4013069.336,1213451.793,1875738.808,27957795.05,223951043.2,5226521.234364605
0.6313125727944029,0.222435801391291,2256073.473,2236768.812,1178171.466,24251151.41,142094088.3,4492842.507435801
0.7950333777247626,0.519439554777986,3103537.695,1480232.431,2037335.445,31812419.11,79245617.15,4583770.645439555
0.502773254529784,0.6080095620309867,4601038.173,455491.1539,2942969.348,30047592.63,85771286.76,5056529.934909563
0.5770618838525972,0.24543769106527857,2993446.762,2791009.184,778285.8037,24651232.42,392021242.7,5784456.191437691
0.4926508796089477,0.05772874693686911,1285243.189,1416880.121,1030313.497,17928452.44,250161346.0,2702123.367728747
0.19528876042408516,0.39118718780512163,2204165.1,2230012.417,1682736.345,20520018.85,376781504.9,4434177.908187188
0.72265291266192,0.23428347173474928,4294151.893,1164804.062,2921534.538,28496119.41,357029204.8,5458956.189283472
0.2808432848185193,0.21962709132849817,3398958.572,154754.5479,2429524.441,19268577.92,110913107.8,3553713.3395270915
0.024311478302864675,0.9602863141052338,3428259.73,391538.0402,2745572.983,26368189.49,114299570.4,3819798.7304863143
0.6456504575790871,0.6165614100429604,4400696.686,1539036.491,1334287.121,31584311.54,389903906.9,5939733.79356141
0.1771511202579893,0.5571112464211148,4522878.759,2100896.636,2980096.184,26056829.97,374570732.1,6623775.952111246
0.9407234863263866,0.41594113115585113,4639066.573,1070732.447,757082.0402,32394611.27,220113845.1,5709799.435941131
0.9541974398152843,0.42911659327940327,926821.3696,2116916.532,632432.2651,29990319.49,84840018.5,3043738.330716593
0.9151217657420946,0.5411302478788089,2948567.009,2126043.209,2639006.568,35009252.69,55444109.76,5074610.759130248
0.37025590621121474,0.6967286515879105,3832292.845,2141414.131,2818162.176,30094266.95,179670627.3,5973707.672728652
