id,limit_balance,sex,education_level,marital_status,age,pay_0,pay_2,pay_3,pay_4,pay_5,pay_6,bill_amt_1,bill_amt_2,bill_amt_3,bill_amt_4,bill_amt_5,bill_amt_6,pay_amt_1,pay_amt_2,pay_amt_3,pay_amt_4,pay_amt_5,pay_amt_6,default_payment_next_month,predicted_default_payment_next_month
27015.0,220000.0,1,1,2,38.0,0.0,0.0,0.0,0.0,0,0,209044.0,211453.0,217237.0,198681.0,202479.0,206221.0,7705.0,9656.0,7189.0,7404.0,7490.0,7517.0,0,"[{'tables': {'score': 0.8803436160087585, 'value': '0'}}
 {'tables': {'score': 0.11965633183717728, 'value': '1'}}]"
29184.0,30000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,26061.0,27104.0,28076.0,25991.0,25429.0,26234.0,1780.0,1752.0,1666.0,800.0,1161.0,3128.0,0,"[{'tables': {'score': 0.8300670385360718, 'value': '0'}}
 {'tables': {'score': 0.16993290185928345, 'value': '1'}}]"
2709.0,200000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,16811.0,21290.0,20207.0,23858.0,33236.0,33337.0,5023.0,4007.0,5001.0,10020.0,5073.0,5064.0,0,"[{'tables': {'score': 0.9611932635307312, 'value': '0'}}
 {'tables': {'score': 0.03880659118294716, 'value': '1'}}]"
5403.0,50000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,48559.0,47008.0,15435.0,10235.0,9119.0,8237.0,2573.0,2000.0,500.0,459.0,500.0,500.0,0,"[{'tables': {'score': 0.8495745658874512, 'value': '0'}}
 {'tables': {'score': 0.15042538940906525, 'value': '1'}}]"
5099.0,120000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,19544.0,24230.0,28022.0,29249.0,29926.0,35357.0,5000.0,4200.0,2000.0,1300.0,6000.0,6000.0,0,"[{'tables': {'score': 0.9401572942733765, 'value': '0'}}
 {'tables': {'score': 0.05984265357255936, 'value': '1'}}]"
26633.0,10000.0,1,1,2,25.0,0.0,0.0,0.0,0.0,0,0,5642.0,6652.0,7683.0,9040.0,9222.0,9580.0,1112.0,1143.0,1500.0,324.0,500.0,377.0,0,"[{'tables': {'score': 0.7906261086463928, 'value': '0'}}
 {'tables': {'score': 0.20937387645244598, 'value': '1'}}]"
6144.0,470000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,393780.0,371511.0,318025.0,248281.0,254175.0,256613.0,15107.0,13111.0,10000.0,10014.0,9598.0,10044.0,0,"[{'tables': {'score': 0.8737608790397644, 'value': '0'}}
 {'tables': {'score': 0.1262391209602356, 'value': '1'}}]"
20366.0,50000.0,1,1,2,23.0,0.0,0.0,0.0,0.0,0,0,34376.0,35300.0,32106.0,32994.0,18220.0,18755.0,1806.0,1612.0,1500.0,652.0,828.0,957.0,0,"[{'tables': {'score': 0.863431453704834, 'value': '0'}}
 {'tables': {'score': 0.13656854629516602, 'value': '1'}}]"
27314.0,310000.0,1,1,2,45.0,0.0,0.0,0.0,0.0,0,0,313268.0,278821.0,283847.0,290135.0,293350.0,300623.0,10010.0,11500.0,11015.0,11000.0,12000.0,23035.0,0,"[{'tables': {'score': 0.8618668913841248, 'value': '0'}}
 {'tables': {'score': 0.13813306391239166, 'value': '1'}}]"
13438.0,360000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,163150.0,150666.0,173353.0,156875.0,64965.0,36290.0,50122.0,50181.0,20609.0,30291.0,30121.0,30092.0,0,"[{'tables': {'score': 0.971298336982727, 'value': '0'}}
 {'tables': {'score': 0.028701718896627426, 'value': '1'}}]"
11401.0,170000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,127902.0,131631.0,133090.0,130937.0,134043.0,137023.0,5631.0,5090.0,4937.0,5043.0,5023.0,11939.0,0,"[{'tables': {'score': 0.9158604145050049, 'value': '0'}}
 {'tables': {'score': 0.08413957059383392, 'value': '1'}}]"
14835.0,200000.0,1,1,2,37.0,0.0,0.0,0.0,0.0,0,0,118134.0,126591.0,134110.0,139209.0,135902.0,138997.0,15034.0,20038.0,20019.0,5014.0,10047.0,10238.0,0,"[{'tables': {'score': 0.949665904045105, 'value': '0'}}
 {'tables': {'score': 0.050334129482507706, 'value': '1'}}]"
23908.0,20000.0,1,1,2,22.0,0.0,0.0,0.0,0.0,0,0,19231.0,20235.0,21579.0,22231.0,22301.0,21687.0,1331.0,1675.0,1327.0,800.0,783.0,777.0,1,"[{'tables': {'score': 0.8305969834327698, 'value': '0'}}
 {'tables': {'score': 0.16940295696258545, 'value': '1'}}]"
12254.0,150000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,28416.0,37392.0,44547.0,52871.0,57877.0,64020.0,10000.0,10008.0,10012.0,10002.0,8006.0,7005.0,0,"[{'tables': {'score': 0.9626729488372803, 'value': '0'}}
 {'tables': {'score': 0.037327032536268234, 'value': '1'}}]"
16710.0,170000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,138811.0,136227.0,136893.0,122820.0,120550.0,102054.0,5505.0,4849.0,4614.0,4600.0,3704.0,4506.0,0,"[{'tables': {'score': 0.8996669054031372, 'value': '0'}}
 {'tables': {'score': 0.10033311694860458, 'value': '1'}}]"
12442.0,460000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,362816.0,372284.0,380257.0,386847.0,301231.0,325831.0,15325.0,16000.0,15000.0,11000.0,30000.0,20004.0,0,"[{'tables': {'score': 0.8675978183746338, 'value': '0'}}
 {'tables': {'score': 0.13240216672420502, 'value': '1'}}]"
2064.0,140000.0,1,1,2,55.0,0.0,0.0,0.0,0.0,0,0,65640.0,66998.0,68201.0,68866.0,65781.0,66850.0,2800.0,3000.0,2500.0,2350.0,2400.0,2400.0,0,"[{'tables': {'score': 0.9113548994064331, 'value': '0'}}
 {'tables': {'score': 0.08864515274763107, 'value': '1'}}]"
27221.0,100000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,26650.0,26127.0,26608.0,24689.0,25699.0,26809.0,2000.0,2000.0,2000.0,1700.0,1500.0,1500.0,0,"[{'tables': {'score': 0.9076651334762573, 'value': '0'}}
 {'tables': {'score': 0.0923347994685173, 'value': '1'}}]"
8163.0,200000.0,1,1,2,31.0,0.0,0.0,0.0,0.0,0,0,151819.0,154914.0,157776.0,160520.0,163878.0,167872.0,6000.0,5769.0,5411.0,5603.0,6367.0,4500.0,0,"[{'tables': {'score': 0.9085081219673157, 'value': '0'}}
 {'tables': {'score': 0.09149190783500671, 'value': '1'}}]"
16547.0,100000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,100544.0,101167.0,101007.0,97862.0,79099.0,79812.0,4511.0,3711.0,3685.0,2797.0,2897.0,3046.0,1,"[{'tables': {'score': 0.8859612941741943, 'value': '0'}}
 {'tables': {'score': 0.11403867602348328, 'value': '1'}}]"
27383.0,180000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,52160.0,46545.0,43604.0,43571.0,19360.0,20650.0,3022.0,3005.0,3002.0,3004.0,3000.0,0.0,0,"[{'tables': {'score': 0.9429234862327576, 'value': '0'}}
 {'tables': {'score': 0.05707651004195213, 'value': '1'}}]"
12199.0,200000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,170707.0,159654.0,162208.0,162357.0,144236.0,127362.0,6017.0,8000.0,5800.0,5200.0,5000.0,5000.0,0,"[{'tables': {'score': 0.9077274799346924, 'value': '0'}}
 {'tables': {'score': 0.09227249026298523, 'value': '1'}}]"
9070.0,60000.0,1,1,2,27.0,0.0,0.0,0.0,0.0,0,0,57753.0,59186.0,59001.0,27971.0,28619.0,29213.0,2960.0,1628.0,1002.0,1100.0,1100.0,922.0,1,"[{'tables': {'score': 0.856096088886261, 'value': '0'}}
 {'tables': {'score': 0.14390386641025543, 'value': '1'}}]"
6851.0,280000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,281604.0,283292.0,281327.0,189287.0,185398.0,184414.0,10000.0,10059.0,5201.0,5211.0,5500.0,5500.0,0,"[{'tables': {'score': 0.861589789390564, 'value': '0'}}
 {'tables': {'score': 0.13841018080711365, 'value': '1'}}]"
29838.0,500000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,494356.0,488578.0,488166.0,485249.0,441981.0,424592.0,17438.0,18852.0,16673.0,15244.0,15216.0,16037.0,0,"[{'tables': {'score': 0.8256640434265137, 'value': '0'}}
 {'tables': {'score': 0.17433598637580872, 'value': '1'}}]"
10226.0,110000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,111249.0,111480.0,64237.0,57066.0,112716.0,57044.0,4000.0,2800.0,2200.0,2200.0,3000.0,2000.0,0,"[{'tables': {'score': 0.8943920731544495, 'value': '0'}}
 {'tables': {'score': 0.10560795664787292, 'value': '1'}}]"
8959.0,340000.0,1,1,2,44.0,0.0,0.0,0.0,0.0,0,0,83059.0,85634.0,73950.0,59324.0,156094.0,110234.0,20000.0,5000.0,2000.0,112000.0,4234.0,4000.0,1,"[{'tables': {'score': 0.9392735362052917, 'value': '0'}}
 {'tables': {'score': 0.060726504772901535, 'value': '1'}}]"
13521.0,140000.0,1,1,2,35.0,0.0,0.0,0.0,0.0,0,0,10339.0,18276.0,25852.0,14390.0,13728.0,2905.0,10006.0,10048.0,5008.0,2018.0,2005.0,1005.0,0,"[{'tables': {'score': 0.9482099413871765, 'value': '0'}}
 {'tables': {'score': 0.05178995430469513, 'value': '1'}}]"
18103.0,50000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,57436.0,58483.0,55825.0,54888.0,58115.0,57299.0,2055.0,2655.0,1862.0,4007.0,2517.0,37793.0,0,"[{'tables': {'score': 0.8467740416526794, 'value': '0'}}
 {'tables': {'score': 0.15322592854499817, 'value': '1'}}]"
26824.0,50000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,18741.0,12724.0,13804.0,15331.0,15159.0,10188.0,1724.0,1804.0,2721.0,1159.0,1188.0,733.0,0,"[{'tables': {'score': 0.8657038807868958, 'value': '0'}}
 {'tables': {'score': 0.13429610431194305, 'value': '1'}}]"
16899.0,430000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,416678.0,424740.0,434836.0,378571.0,228568.0,232668.0,16005.0,18016.0,16005.0,9005.0,9013.0,8010.0,0,"[{'tables': {'score': 0.8323668241500854, 'value': '0'}}
 {'tables': {'score': 0.1676330715417862, 'value': '1'}}]"
7322.0,360000.0,1,1,2,28.0,0.0,0.0,0.0,0.0,0,0,78398.0,86955.0,127146.0,103273.0,91933.0,108163.0,25126.0,60259.0,27208.0,31262.0,90114.0,30463.0,0,"[{'tables': {'score': 0.9752565026283264, 'value': '0'}}
 {'tables': {'score': 0.02474353276193142, 'value': '1'}}]"
29495.0,320000.0,1,1,2,34.0,0.0,0.0,0.0,0.0,0,0,71944.0,88243.0,96574.0,104795.0,113156.0,121465.0,19246.0,11550.0,11688.0,12122.0,12156.0,2437.0,0,"[{'tables': {'score': 0.9757729768753052, 'value': '0'}}
 {'tables': {'score': 0.024226948618888855, 'value': '1'}}]"
15697.0,80000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,73983.0,75454.0,77738.0,77235.0,76835.0,34751.0,3300.0,4100.0,2000.0,0.0,0.0,0.0,1,"[{'tables': {'score': 0.8307642340660095, 'value': '0'}}
 {'tables': {'score': 0.16923576593399048, 'value': '1'}}]"
17800.0,50000.0,1,1,2,23.0,0.0,0.0,0.0,0.0,0,0,18666.0,15554.0,17159.0,8402.0,6646.0,7534.0,2000.0,2000.0,1500.0,500.0,1000.0,2000.0,0,"[{'tables': {'score': 0.8788304924964905, 'value': '0'}}
 {'tables': {'score': 0.12116946280002594, 'value': '1'}}]"
20410.0,50000.0,1,1,2,26.0,0.0,0.0,0.0,0.0,0,0,12571.0,13656.0,15407.0,17127.0,17569.0,18162.0,1600.0,2280.0,2000.0,1000.0,1000.0,2000.0,0,"[{'tables': {'score': 0.8720896244049072, 'value': '0'}}
 {'tables': {'score': 0.12791037559509277, 'value': '1'}}]"
27341.0,50000.0,1,1,2,38.0,0.0,0.0,0.0,0.0,0,0,50620.0,47164.0,48004.0,49307.0,19218.0,19465.0,3000.0,3014.0,6047.0,1000.0,2320.0,3000.0,0,"[{'tables': {'score': 0.8629623055458069, 'value': '0'}}
 {'tables': {'score': 0.13703767955303192, 'value': '1'}}]"
1566.0,50000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,2087.0,2632.0,3355.0,3253.0,3640.0,3512.0,1000.0,1186.0,500.0,1000.0,500.0,1000.0,0,"[{'tables': {'score': 0.8254488110542297, 'value': '0'}}
 {'tables': {'score': 0.17455115914344788, 'value': '1'}}]"
3523.0,50000.0,1,1,2,33.0,0.0,0.0,0.0,0.0,0,0,17094.0,17779.0,19275.0,18829.0,15913.0,7561.0,2000.0,3000.0,1000.0,1000.0,1000.0,2115.0,0,"[{'tables': {'score': 0.8602467179298401, 'value': '0'}}
 {'tables': {'score': 0.13975326716899872, 'value': '1'}}]"
242.0,50000.0,1,1,2,39.0,0.0,0.0,0.0,0.0,0,0,47174.0,47974.0,48630.0,50803.0,30789.0,15874.0,1800.0,2000.0,3000.0,2000.0,2000.0,2000.0,0,"[{'tables': {'score': 0.8505047559738159, 'value': '0'}}
 {'tables': {'score': 0.14949524402618408, 'value': '1'}}]"
14648.0,80000.0,1,1,2,29.0,0.0,0.0,0.0,0.0,0,0,31637.0,27137.0,25986.0,23496.0,23601.0,24650.0,1734.0,2000.0,2000.0,2000.0,2000.0,2000.0,0,"[{'tables': {'score': 0.9001877307891846, 'value': '0'}}
 {'tables': {'score': 0.09981221705675125, 'value': '1'}}]"
11279.0,260000.0,1,1,2,30.0,0.0,0.0,0.0,0.0,0,0,14096.0,15558.0,16986.0,17700.0,19401.0,21067.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0,0,"[{'tables': {'score': 0.9521841406822205, 'value': '0'}}
 {'tables': {'score': 0.04781587794423103, 'value': '1'}}]"
21231.0,50000.0,1,1,2,32.0,0.0,0.0,0.0,0.0,0,0,49571.0,48765.0,49453.0,49827.0,48930.0,48748.0,1773.0,2110.0,2324.0,2000.0,1920.0,2000.0,0,"[{'tables': {'score': 0.851002037525177, 'value': '0'}}
 {'tables': {'score': 0.1489979475736618, 'value': '1'}}]"
